source_id,height_lidar_m,height_lidar_method,height_lidar_confidence,height_lidar_status,height_lidar_source_tiles,height_lidar_point_count,height_lidar_roof_m,height_lidar_ground_m,height_lidar_updated_at,height_lidar_provenance
4822,5.24,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1861,19.171,13.927,2026-05-06T22:11:52.190314+00:00,"{""area_m2"": 160.338, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.531, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.113, ""roof_p98_m"": 20.208, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4823,4.99,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1823,19.54,14.553,2026-05-06T22:11:52.190629+00:00,"{""area_m2"": 164.768, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.933, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.49, ""roof_p98_m"": 19.573, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4824,5.15,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},2490,19.941,14.79,2026-05-06T22:11:52.190948+00:00,"{""area_m2"": 248.895, ""ground_buffer_m"": 3, ""ground_p50_m"": 15.276, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.896, ""roof_p98_m"": 19.976, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4825,12.46,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1591,30.208,17.752,2026-05-06T22:11:52.191250+00:00,"{""area_m2"": 143.915, ""ground_buffer_m"": 3, ""ground_p50_m"": 18.212, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 25.627, ""roof_p98_m"": 30.594, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4826,5.25,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1783,21.99,16.741,2026-05-06T22:11:52.191559+00:00,"{""area_m2"": 167.06, ""ground_buffer_m"": 3, ""ground_p50_m"": 17.253, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 21.91, ""roof_p98_m"": 22.03, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4827,5.0,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},2160,17.788,12.793,2026-05-06T22:11:52.191867+00:00,"{""area_m2"": 187.27, ""ground_buffer_m"": 3, ""ground_p50_m"": 13.115, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.691, ""roof_p98_m"": 18.543, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4828,4.97,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1415,19.002,14.036,2026-05-06T22:11:52.192172+00:00,"{""area_m2"": 126.358, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.475, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.903, ""roof_p98_m"": 19.039, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4829,5.01,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1187,17.702,12.688,2026-05-06T22:11:52.192475+00:00,"{""area_m2"": 98.226, ""ground_buffer_m"": 3, ""ground_p50_m"": 13.287, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.622, ""roof_p98_m"": 17.728, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4830,4.65,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1206,17.263,12.608,2026-05-06T22:11:52.192789+00:00,"{""area_m2"": 98.207, ""ground_buffer_m"": 3, ""ground_p50_m"": 12.937, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.19, ""roof_p98_m"": 17.308, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4831,7.71,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1609,21.531,13.821,2026-05-06T22:11:52.193094+00:00,"{""area_m2"": 143.941, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.171, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 21.412, ""roof_p98_m"": 21.581, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4832,4.98,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1350,13.63,8.652,2026-05-06T22:11:52.193393+00:00,"{""area_m2"": 117.162, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.047, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.543, ""roof_p98_m"": 13.661, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4833,4.72,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1212,13.339,8.62,2026-05-06T22:11:52.193708+00:00,"{""area_m2"": 101.346, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.752, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.269, ""roof_p98_m"": 13.37, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4834,5.12,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1510,12.191,7.073,2026-05-06T22:11:52.194112+00:00,"{""area_m2"": 126.343, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.498, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 12.097, ""roof_p98_m"": 12.239, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4835,4.88,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1394,16.014,11.133,2026-05-06T22:11:52.194427+00:00,"{""area_m2"": 114.08, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.358, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.923, ""roof_p98_m"": 16.045, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4836,5.11,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1398,15.718,10.611,2026-05-06T22:11:52.194737+00:00,"{""area_m2"": 114.238, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.144, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.61, ""roof_p98_m"": 15.761, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4837,7.65,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},784,19.134,11.488,2026-05-06T22:11:52.195035+00:00,"{""area_m2"": 90.736, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.805, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.082, ""roof_p98_m"": 19.22, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4838,4.93,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1938,13.05,8.117,2026-05-06T22:11:52.195352+00:00,"{""area_m2"": 166.152, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.482, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 12.893, ""roof_p98_m"": 13.122, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4839,9.44,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1454,17.477,8.034,2026-05-06T22:11:52.195659+00:00,"{""area_m2"": 130.674, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.36, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.688, ""roof_p98_m"": 17.916, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4840,5.77,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},2006,14.767,8.996,2026-05-06T22:11:52.195982+00:00,"{""area_m2"": 169.385, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.12, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.613, ""roof_p98_m"": 15.36, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4841,6.76,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},2010,14.831,8.07,2026-05-06T22:11:52.196297+00:00,"{""area_m2"": 192.12, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.312, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.529, ""roof_p98_m"": 14.947, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4842,7.95,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},2277,11.745,3.797,2026-05-06T22:11:52.196764+00:00,"{""area_m2"": 200.569, ""ground_buffer_m"": 3, ""ground_p50_m"": 3.905, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 11.485, ""roof_p98_m"": 11.895, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4843,8.81,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},3799,13.829,5.018,2026-05-06T22:11:52.197296+00:00,"{""area_m2"": 372.75, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.264, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.542, ""roof_p98_m"": 14.056, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4844,8.23,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},3401,12.957,4.728,2026-05-06T22:11:52.197710+00:00,"{""area_m2"": 300.295, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.128, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 12.541, ""roof_p98_m"": 13.268, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4845,10.01,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_689000.copc.laz},1039,24.284,14.272,2026-05-06T22:11:52.198015+00:00,"{""area_m2"": 146.053, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.405, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 24.022, ""roof_p98_m"": 24.353, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4846,8.37,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},1641,13.499,5.133,2026-05-06T22:11:52.198335+00:00,"{""area_m2"": 148.554, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.238, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.248, ""roof_p98_m"": 13.631, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4847,9.66,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},3424,14.386,4.723,2026-05-06T22:11:52.198706+00:00,"{""area_m2"": 332.679, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.354, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.936, ""roof_p98_m"": 14.672, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4848,6.93,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},3526,11.851,4.918,2026-05-06T22:11:52.199044+00:00,"{""area_m2"": 346.004, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.416, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 11.502, ""roof_p98_m"": 12.124, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4849,5.26,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},3225,8.672,3.416,2026-05-06T22:11:52.199374+00:00,"{""area_m2"": 241.959, ""ground_buffer_m"": 3, ""ground_p50_m"": 4.016, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 8.564, ""roof_p98_m"": 9.28, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4850,7.98,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},2468,11.903,3.928,2026-05-06T22:11:52.199697+00:00,"{""area_m2"": 207.936, ""ground_buffer_m"": 3, ""ground_p50_m"": 4.06, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 11.578, ""roof_p98_m"": 12.003, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4851,5.73,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},2789,10.018,4.287,2026-05-06T22:11:52.200018+00:00,"{""area_m2"": 272.255, ""ground_buffer_m"": 3, ""ground_p50_m"": 4.547, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 9.714, ""roof_p98_m"": 10.26, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4852,9.26,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},2402,14.675,5.413,2026-05-06T22:11:52.200346+00:00,"{""area_m2"": 263.531, ""ground_buffer_m"": 3, ""ground_p50_m"": 6.325, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.476, ""roof_p98_m"": 14.757, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4853,4.51,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_689000.copc.laz},1276,13.38,8.865,2026-05-06T22:11:52.200654+00:00,"{""area_m2"": 99.733, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.087, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.322, ""roof_p98_m"": 13.4, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4854,8.59,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_689000.copc.laz},1107,17.518,8.93,2026-05-06T22:11:52.200989+00:00,"{""area_m2"": 91.629, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.466, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.388, ""roof_p98_m"": 17.581, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4855,5.68,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_689000.copc.laz},1022,13.69,8.013,2026-05-06T22:11:52.201288+00:00,"{""area_m2"": 78.824, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.459, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.636, ""roof_p98_m"": 13.745, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4856,6.49,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_689000.copc.laz},2265,17.362,10.876,2026-05-06T22:11:52.201603+00:00,"{""area_m2"": 244.905, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.529, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.206, ""roof_p98_m"": 17.418, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4857,6.34,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_689000.copc.laz},2323,15.988,9.651,2026-05-06T22:11:52.201923+00:00,"{""area_m2"": 244.904, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.328, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.861, ""roof_p98_m"": 16.039, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4858,10.36,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_689000.copc.laz},2776,16.644,6.286,2026-05-06T22:11:52.202264+00:00,"{""area_m2"": 304.336, ""ground_buffer_m"": 3, ""ground_p50_m"": 6.599, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.393, ""roof_p98_m"": 16.869, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4859,10.85,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_689000.copc.laz},2862,17.98,7.129,2026-05-06T22:11:52.202600+00:00,"{""area_m2"": 304.337, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.281, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.718, ""roof_p98_m"": 18.216, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4860,7.34,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},2300,19.88,12.54,2026-05-06T22:11:52.202926+00:00,"{""area_m2"": 223.541, ""ground_buffer_m"": 3, ""ground_p50_m"": 13.002, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.692, ""roof_p98_m"": 19.983, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4861,4.2,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1752,17.644,13.443,2026-05-06T22:11:52.203238+00:00,"{""area_m2"": 165.342, ""ground_buffer_m"": 3, ""ground_p50_m"": 13.559, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.609, ""roof_p98_m"": 17.663, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4862,11.0,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},2042,25.246,14.245,2026-05-06T22:11:52.203554+00:00,"{""area_m2"": 179.072, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.63, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 24.866, ""roof_p98_m"": 25.653, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4863,5.02,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1173,16.337,11.312,2026-05-06T22:11:52.203867+00:00,"{""area_m2"": 103.193, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.625, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.261, ""roof_p98_m"": 16.366, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4864,4.59,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1762,16.548,11.959,2026-05-06T22:11:52.204174+00:00,"{""area_m2"": 150.375, ""ground_buffer_m"": 3, ""ground_p50_m"": 12.142, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.457, ""roof_p98_m"": 16.618, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4865,7.47,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1774,20.362,12.89,2026-05-06T22:11:52.204493+00:00,"{""area_m2"": 163.025, ""ground_buffer_m"": 3, ""ground_p50_m"": 13.183, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 20.23, ""roof_p98_m"": 20.418, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4866,8.33,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},2642,20.572,12.241,2026-05-06T22:11:52.204823+00:00,"{""area_m2"": 227.444, ""ground_buffer_m"": 3, ""ground_p50_m"": 12.431, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.17, ""roof_p98_m"": 22.873, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4867,5.05,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},2142,18.913,13.868,2026-05-06T22:11:52.205140+00:00,"{""area_m2"": 203.532, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.185, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.851, ""roof_p98_m"": 20.533, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4868,7.57,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_688000.copc.laz},7294,27.874,20.3,2026-05-06T22:11:52.205549+00:00,"{""area_m2"": 833.202, ""ground_buffer_m"": 3, ""ground_p50_m"": 20.504, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 27.803, ""roof_p98_m"": 27.905, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4869,7.55,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_688000.copc.laz},8100,27.929,20.384,2026-05-06T22:11:52.206013+00:00,"{""area_m2"": 919.941, ""ground_buffer_m"": 3, ""ground_p50_m"": 20.54, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 27.86, ""roof_p98_m"": 31.32, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4870,7.5,roof_p95_minus_ground_p05_v1,high,derived,"{pei_2020_388000_688000.copc.laz,pei_2020_389000_688000.copc.laz}",6961,27.885,20.387,2026-05-06T22:11:52.206411+00:00,"{""area_m2"": 833.357, ""ground_buffer_m"": 3, ""ground_p50_m"": 20.531, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 27.805, ""roof_p98_m"": 27.917, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
