source_id,height_lidar_m,height_lidar_method,height_lidar_confidence,height_lidar_status,height_lidar_source_tiles,height_lidar_point_count,height_lidar_roof_m,height_lidar_ground_m,height_lidar_updated_at,height_lidar_provenance
9884,5.5,roof_p95_minus_ground_p05_v1,high,derived,"{pei_2020_391000_691000.copc.laz,pei_2020_392000_691000.copc.laz}",714,15.314,9.811,2026-05-06T22:11:53.935511+00:00,"{""area_m2"": 58.914, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.421, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.255, ""roof_p98_m"": 15.343, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9885,5.82,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},1583,16.867,11.049,2026-05-06T22:11:53.935818+00:00,"{""area_m2"": 127.922, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.301, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.807, ""roof_p98_m"": 16.901, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9886,5.93,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},1511,18.31,12.38,2026-05-06T22:11:53.936125+00:00,"{""area_m2"": 138.505, ""ground_buffer_m"": 3, ""ground_p50_m"": 12.567, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.233, ""roof_p98_m"": 18.345, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9887,4.22,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},813,16.792,12.57,2026-05-06T22:11:53.936423+00:00,"{""area_m2"": 60.21, ""ground_buffer_m"": 3, ""ground_p50_m"": 12.647, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.737, ""roof_p98_m"": 16.885, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9888,6.04,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},1964,19.707,13.67,2026-05-06T22:11:53.936732+00:00,"{""area_m2"": 164.036, ""ground_buffer_m"": 3, ""ground_p50_m"": 13.969, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.614, ""roof_p98_m"": 19.743, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9889,7.0,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},1741,18.887,11.887,2026-05-06T22:11:53.937059+00:00,"{""area_m2"": 176.436, ""ground_buffer_m"": 3, ""ground_p50_m"": 12.092, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.125, ""roof_p98_m"": 19.919, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9890,5.74,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},1915,15.499,9.759,2026-05-06T22:11:53.937376+00:00,"{""area_m2"": 188.588, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.05, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.382, ""roof_p98_m"": 15.548, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9891,5.04,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},829,15.022,9.984,2026-05-06T22:11:53.937673+00:00,"{""area_m2"": 56.577, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.292, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.959, ""roof_p98_m"": 15.375, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9892,8.83,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_691000.copc.laz},1284,17.735,8.908,2026-05-06T22:11:53.937981+00:00,"{""area_m2"": 126.461, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.105, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.579, ""roof_p98_m"": 17.791, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9893,7.86,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},3386,17.265,9.403,2026-05-06T22:11:53.938326+00:00,"{""area_m2"": 171.849, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.532, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.101, ""roof_p98_m"": 17.326, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9894,7.83,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},3883,16.385,8.557,2026-05-06T22:11:53.938677+00:00,"{""area_m2"": 194.458, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.818, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.19, ""roof_p98_m"": 16.501, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9895,7.88,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},3452,16.89,9.013,2026-05-06T22:11:53.939045+00:00,"{""area_m2"": 169.967, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.157, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.73, ""roof_p98_m"": 16.963, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9896,5.72,roof_p95_minus_ground_p05_v1,high,derived,"{pei_2020_391000_691000.copc.laz,pei_2020_392000_691000.copc.laz}",4609,14.559,8.836,2026-05-06T22:11:53.939410+00:00,"{""area_m2"": 260.889, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.931, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.207, ""roof_p98_m"": 14.901, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9897,7.72,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_691000.copc.laz},4948,16.155,8.435,2026-05-06T22:11:53.939765+00:00,"{""area_m2"": 253.609, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.582, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.901, ""roof_p98_m"": 16.309, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9898,8.5,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_691000.copc.laz},2368,17.128,8.625,2026-05-06T22:11:53.940087+00:00,"{""area_m2"": 113.718, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.816, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.947, ""roof_p98_m"": 17.202, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9899,6.8,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_691000.copc.laz},1272,15.498,8.694,2026-05-06T22:11:53.940385+00:00,"{""area_m2"": 61.334, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.762, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.323, ""roof_p98_m"": 15.56, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9900,5.73,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_691000.copc.laz},3530,14.521,8.788,2026-05-06T22:11:53.940739+00:00,"{""area_m2"": 236.435, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.242, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.177, ""roof_p98_m"": 14.733, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9901,7.4,roof_p95_minus_ground_p05_v1,high,derived,"{pei_2020_391000_691000.copc.laz,pei_2020_392000_691000.copc.laz}",1433,16.24,8.842,2026-05-06T22:11:53.941099+00:00,"{""area_m2"": 137.372, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.68, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.137, ""roof_p98_m"": 16.286, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9902,8.22,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},1926,17.416,9.194,2026-05-06T22:11:53.941415+00:00,"{""area_m2"": 193.733, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.48, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.216, ""roof_p98_m"": 17.524, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9903,6.44,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},2069,15.562,9.124,2026-05-06T22:11:53.941733+00:00,"{""area_m2"": 188.41, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.389, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.308, ""roof_p98_m"": 15.687, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9904,8.59,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},1048,18.256,9.666,2026-05-06T22:11:53.942032+00:00,"{""area_m2"": 100.395, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.731, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.111, ""roof_p98_m"": 18.315, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9905,5.58,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},2289,15.218,9.642,2026-05-06T22:11:53.942341+00:00,"{""area_m2"": 217.865, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.009, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.112, ""roof_p98_m"": 15.258, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9906,5.58,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},733,15.542,9.962,2026-05-06T22:11:53.942639+00:00,"{""area_m2"": 56.773, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.117, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.458, ""roof_p98_m"": 15.568, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9907,6.78,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},1440,16.9,10.125,2026-05-06T22:11:53.942942+00:00,"{""area_m2"": 138.403, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.26, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.836, ""roof_p98_m"": 16.931, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9908,6.07,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},1596,20.074,14.0,2026-05-06T22:11:53.943250+00:00,"{""area_m2"": 151.25, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.218, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.971, ""roof_p98_m"": 20.156, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9909,4.58,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_692000.copc.laz},1620,27.893,23.312,2026-05-06T22:11:53.943559+00:00,"{""area_m2"": 135.542, ""ground_buffer_m"": 3, ""ground_p50_m"": 23.66, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 27.819, ""roof_p98_m"": 27.923, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9910,4.73,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_692000.copc.laz},1629,27.022,22.29,2026-05-06T22:11:53.943873+00:00,"{""area_m2"": 133.738, ""ground_buffer_m"": 3, ""ground_p50_m"": 22.659, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 26.944, ""roof_p98_m"": 27.054, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9911,5.06,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_692000.copc.laz},1314,30.473,25.41,2026-05-06T22:11:53.944270+00:00,"{""area_m2"": 111.086, ""ground_buffer_m"": 3, ""ground_p50_m"": 25.866, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 30.391, ""roof_p98_m"": 30.498, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9912,5.76,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_692000.copc.laz},1536,30.926,25.167,2026-05-06T22:11:53.944738+00:00,"{""area_m2"": 127.647, ""ground_buffer_m"": 3, ""ground_p50_m"": 26.507, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 30.85, ""roof_p98_m"": 30.977, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9913,5.89,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_692000.copc.laz},697,28.193,22.299,2026-05-06T22:11:53.945052+00:00,"{""area_m2"": 69.654, ""ground_buffer_m"": 3, ""ground_p50_m"": 22.468, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 28.107, ""roof_p98_m"": 28.24, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9914,4.21,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_692000.copc.laz},804,26.194,21.98,2026-05-06T22:11:53.945349+00:00,"{""area_m2"": 57.75, ""ground_buffer_m"": 3, ""ground_p50_m"": 22.333, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 26.139, ""roof_p98_m"": 26.492, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9915,6.27,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},564,15.768,9.498,2026-05-06T22:11:53.945644+00:00,"{""area_m2"": 48.24, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.623, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.719, ""roof_p98_m"": 16.577, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9916,6.36,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},1345,15.429,9.073,2026-05-06T22:11:53.945954+00:00,"{""area_m2"": 76.742, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.149, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.185, ""roof_p98_m"": 15.516, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9917,7.39,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_691000.copc.laz},2530,16.111,8.723,2026-05-06T22:11:53.946278+00:00,"{""area_m2"": 224.018, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.89, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.984, ""roof_p98_m"": 16.171, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9918,3.95,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_691000.copc.laz},625,13.442,9.491,2026-05-06T22:11:53.946621+00:00,"{""area_m2"": 37.399, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.699, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.398, ""roof_p98_m"": 13.471, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9919,0.21,roof_p95_minus_ground_p05_v1,needs_review,derived,{pei_2020_392000_691000.copc.laz},478,14.3,14.086,2026-05-06T22:11:53.947111+00:00,"{""area_m2"": 19.156, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.245, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.294, ""roof_p98_m"": 14.305, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9920,7.3,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},1759,17.03,9.729,2026-05-06T22:11:53.947584+00:00,"{""area_m2"": 160.164, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.866, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.946, ""roof_p98_m"": 17.068, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9921,4.66,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},2786,14.419,9.759,2026-05-06T22:11:53.947912+00:00,"{""area_m2"": 260.967, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.907, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.133, ""roof_p98_m"": 16.801, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9922,7.48,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},1618,16.773,9.296,2026-05-06T22:11:53.948228+00:00,"{""area_m2"": 136.763, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.083, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.68, ""roof_p98_m"": 16.813, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9923,8.73,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},3043,18.302,9.569,2026-05-06T22:11:53.948588+00:00,"{""area_m2"": 163.283, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.808, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.206, ""roof_p98_m"": 18.338, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9924,11.99,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},1731,20.802,8.814,2026-05-06T22:11:53.948906+00:00,"{""area_m2"": 80.371, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.382, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.314, ""roof_p98_m"": 21.101, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9925,7.74,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},3031,16.458,8.72,2026-05-06T22:11:53.949263+00:00,"{""area_m2"": 154.205, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.246, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.309, ""roof_p98_m"": 16.524, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9926,9.3,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_691000.copc.laz},5854,12.622,3.319,2026-05-06T22:11:53.949693+00:00,"{""area_m2"": 326.187, ""ground_buffer_m"": 3, ""ground_p50_m"": 4.223, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 12.202, ""roof_p98_m"": 12.91, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9927,6.45,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_691000.copc.laz},4654,11.868,5.42,2026-05-06T22:11:53.950078+00:00,"{""area_m2"": 251.638, ""ground_buffer_m"": 3, ""ground_p50_m"": 6.453, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 11.641, ""roof_p98_m"": 12.019, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9928,7.41,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_691000.copc.laz},3046,15.082,7.668,2026-05-06T22:11:53.950429+00:00,"{""area_m2"": 147.059, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.997, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.964, ""roof_p98_m"": 15.127, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9929,6.65,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_691000.copc.laz},5136,12.205,5.554,2026-05-06T22:11:53.950808+00:00,"{""area_m2"": 268.104, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.015, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 12.086, ""roof_p98_m"": 12.353, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9930,5.39,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},1007,13.053,7.658,2026-05-06T22:11:53.951117+00:00,"{""area_m2"": 48.6, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.033, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.009, ""roof_p98_m"": 13.085, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9931,8.13,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_691000.copc.laz},3276,13.886,5.757,2026-05-06T22:11:53.951452+00:00,"{""area_m2"": 164.147, ""ground_buffer_m"": 3, ""ground_p50_m"": 6.191, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.744, ""roof_p98_m"": 13.935, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9932,6.39,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},2181,26.346,19.956,2026-05-06T22:11:53.951767+00:00,"{""area_m2"": 186.3, ""ground_buffer_m"": 3, ""ground_p50_m"": 20.539, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 26.174, ""roof_p98_m"": 26.401, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9933,5.56,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1751,26.045,20.49,2026-05-06T22:11:53.952076+00:00,"{""area_m2"": 147.378, ""ground_buffer_m"": 3, ""ground_p50_m"": 20.865, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 25.921, ""roof_p98_m"": 26.114, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9934,5.5,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1723,25.851,20.354,2026-05-06T22:11:53.952377+00:00,"{""area_m2"": 148.762, ""ground_buffer_m"": 3, ""ground_p50_m"": 20.55, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 25.749, ""roof_p98_m"": 25.891, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9935,5.81,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1898,24.096,18.282,2026-05-06T22:11:53.952684+00:00,"{""area_m2"": 167.738, ""ground_buffer_m"": 3, ""ground_p50_m"": 18.495, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 23.905, ""roof_p98_m"": 24.17, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9936,5.08,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1393,24.084,19.002,2026-05-06T22:11:53.953000+00:00,"{""area_m2"": 120.414, ""ground_buffer_m"": 3, ""ground_p50_m"": 19.153, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 24.017, ""roof_p98_m"": 24.12, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
